Var1,main_folder1,main_folder2,sub_folder1,sub_folder2,permute_number,folder_pair_index,processing_time,feature_count,feature_types
0.720166666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute149_WINS_BINS_match,permute149_FC_BOLD_match,149,1,1768528574.72732,364,BNC+WNC+FC+BOLD
0.7135,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute14_WINS_BINS_match,permute14_FC_BOLD_match,14,1,1768528564.53029,364,BNC+WNC+FC+BOLD
0.6615,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute150_WINS_BINS_match,permute150_FC_BOLD_match,150,1,1768528574.93791,364,BNC+WNC+FC+BOLD
0.772333333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute151_WINS_BINS_match,permute151_FC_BOLD_match,151,1,1768528576.30511,364,BNC+WNC+FC+BOLD
0.840166666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute152_WINS_BINS_match,permute152_FC_BOLD_match,152,1,1768528575.7083,364,BNC+WNC+FC+BOLD
0.752833333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute153_WINS_BINS_match,permute153_FC_BOLD_match,153,1,1768528576.25155,364,BNC+WNC+FC+BOLD
0.807333333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute154_WINS_BINS_match,permute154_FC_BOLD_match,154,1,1768528578.26119,364,BNC+WNC+FC+BOLD
0.772666666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute155_WINS_BINS_match,permute155_FC_BOLD_match,155,1,1768528577.95717,364,BNC+WNC+FC+BOLD
0.799833333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute156_WINS_BINS_match,permute156_FC_BOLD_match,156,1,1768528578.10576,364,BNC+WNC+FC+BOLD
0.636666666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute157_WINS_BINS_match,permute157_FC_BOLD_match,157,1,1768528578.09555,364,BNC+WNC+FC+BOLD
0.797333333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute158_WINS_BINS_match,permute158_FC_BOLD_match,158,1,1768528576.12051,364,BNC+WNC+FC+BOLD
0.7205,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute159_WINS_BINS_match,permute159_FC_BOLD_match,159,1,1768528575.26791,364,BNC+WNC+FC+BOLD
0.709666666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute15_WINS_BINS_match,permute15_FC_BOLD_match,15,1,1768528564.90947,364,BNC+WNC+FC+BOLD
0.783166666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute160_WINS_BINS_match,permute160_FC_BOLD_match,160,1,1768528577.4751,364,BNC+WNC+FC+BOLD
0.738,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute161_WINS_BINS_match,permute161_FC_BOLD_match,161,1,1768528575.73358,364,BNC+WNC+FC+BOLD
0.795833333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute162_WINS_BINS_match,permute162_FC_BOLD_match,162,1,1768528578.81092,364,BNC+WNC+FC+BOLD
0.7925,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute163_WINS_BINS_match,permute163_FC_BOLD_match,163,1,1768528581.11665,364,BNC+WNC+FC+BOLD
0.700666666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute164_WINS_BINS_match,permute164_FC_BOLD_match,164,1,1768528578.8361,364,BNC+WNC+FC+BOLD
